JPG,Class,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord,Coord
00000173.jpg,goddess,383.6999,132.03629,-87.088394,375.59927,127.77398,-70.16574,374.7454,127.856606,-70.17681,373.6221,128.08171,-70.13101,374.41016,129.17783,-87.830666,372.694,130.31366,-87.82091,370.68463,131.7054,-87.77783,365.23105,136.9632,10.166543,361.32434,141.30139,-69.042725,385.60687,139.6778,-56.70367,383.23196,141.45294,-80.02365,393.18597,163.19951,80.07684,353.8914,187.8614,-89.51493,425.77536,119.64224,79.597565,298.5771,209.4952,-178.49843,460.8415,72.776024,5.338073,313.9357,157.84082,-256.54602,469.45844,60.06004,-4.343589,314.42404,145.9964,-281.33182,469.16998,57.68409,-12.865109,318.15207,145.60478,-275.17325,465.97552,62.50161,-2.8160253,319.3061,148.83751,-255.44594,402.8949,281.55737,58.293694,370.77075,284.51346,-58.350742,483.1289,307.955,-46.05087,306.23013,336.50845,-98.164154,479.82434,385.1174,39.617733,246.76604,385.0969,-36.30544,471.87354,398.6056,45.449024,236.70967,388.01974,-31.314022,516.14636,403.10223,-9.78665,243.76474,409.42368,-93.55358
00000176.jpg,goddess,619.5178,182.54243,-256.35196,625.34644,173.23494,-233.57756,628.8341,172.87335,-233.65385,632.65985,172.54495,-233.63239,615.0692,173.38902,-231.36102,611.39307,173.2291,-231.3604,608.4228,173.08948,-231.20398,638.45953,174.24707,-106.406334,605.4211,174.92877,-95.02093,626.8537,191.70074,-210.33862,614.20996,191.86433,-207.19244,670.1811,223.72035,-31.98528,577.13153,226.20561,-11.907066,743.9464,241.6229,-112.02238,510.671,244.883,-53.657806,756.29456,180.46121,-233.72865,496.8822,182.53941,-176.70862,759.6802,162.79729,-263.1899,492.4765,164.78226,-200.61084,750.4224,159.52972,-255.61221,500.1469,159.25095,-202.54715,746.4574,167.59117,-235.73312,504.87665,166.15956,-182.42873,659.40485,350.70032,-10.748858,600.15497,353.5997,10.913769,747.06433,377.8138,-258.67303,505.24182,380.29364,-244.32658,757.3131,478.8172,-83.03133,513.1415,476.08615,-69.56147,747.5308,495.33273,-70.399536,523.7068,495.0273,-57.19541,789.99744,504.15265,-181.25552,472.6165,499.9228,-163.67424
00000128.jpg,plank,364.83923,422.18295,10.101761,358.41385,439.8405,28.79731,359.292,441.0281,28.817066,360.25446,442.44882,28.91263,358.39127,442.08487,-18.197304,359.3213,444.95377,-18.174824,360.41986,448.1586,-18.20689,374.07617,457.9369,122.10015,374.89777,462.37643,-87.657135,380.41833,420.16116,46.625626,381.04565,423.30704,-13.887297,448.44376,472.09396,221.5752,429.81958,481.94983,-178.81396,453.7178,585.4505,267.15405,439.90768,598.6382,-258.85757,437.89523,680.90967,191.32489,419.9428,695.42725,-334.18384,448.29797,702.5082,174.99693,432.15714,718.6198,-387.57858,446.8199,700.3659,153.02878,436.64886,719.7803,-394.97028,443.38104,693.4114,176.7241,431.33667,711.008,-339.82272,674.603,492.09793,168.47151,670.29114,496.54813,-168.18805,831.9073,507.4785,107.65152,848.5536,505.31607,-235.80203,817.7915,663.2012,264.5905,816.73676,675.7211,-68.3519,793.39545,685.83276,277.4494,791.3724,697.8853,-50.66151,873.6514,697.22974,263.3864,883.5528,715.79834,-71.04611
00000129.jpg,plank,72.462776,68.33248,-16.790775,58.04093,79.21699,-0.38478297,57.712555,81.212296,-0.352149,57.293404,83.41345,-0.21123743,58.308357,79.788445,-36.75737,58.21797,82.280975,-36.837727,58.13587,84.99332,-36.872066,64.201996,101.390366,86.0791,65.48971,102.40383,-81.03468,86.90426,73.15574,17.629816,86.80918,75.247284,-30.771011,140.35068,123.46318,159.04544,126.00762,144.53432,-141.15228,137.3547,220.27069,199.91736,121.43273,235.14542,-322.10773,145.44958,302.12024,160.84122,126.58128,321.13885,-539.11053,158.30418,318.25864,151.16605,135.08942,340.18173,-600.93506,160.944,318.82843,125.63197,145.09721,334.13953,-593.4023,158.61877,313.69418,147.78456,142.76251,329.9351,-542.6113,339.9655,164.07889,112.98732,333.5546,174.10027,-113.028275,472.53674,238.678,102.323524,474.79523,249.31659,-89.6788,601.75793,302.24515,196.52615,612.97284,307.39767,-6.955282,608.86035,320.53625,197.25334,621.22986,324.43393,-4.9111032,666.3981,304.742,109.96532,674.482,309.1022,-120.21704
00000130.jpg,plank,162.4358,390.49713,-149.17287,163.18404,385.44443,-141.52505,164.63156,385.47543,-141.61719,165.74818,385.41888,-141.55986,161.8681,384.79337,-139.18912,162.5468,384.57596,-139.21722,162.89062,384.44833,-139.22783,180.64435,382.4174,-94.77395,174.71439,387.4676,-86.62402,179.36421,395.36502,-130.25706,178.10608,394.83017,-127.86296,242.0415,355.89487,-62.107296,233.52785,444.13184,-63.506786,243.39476,223.28853,-120.61568,222.42209,541.63245,-84.86004,249.15546,138.04697,-276.88257,198.93224,619.94073,-145.15703,256.33124,110.76956,-293.7195,176.5863,629.98804,-156.7012,253.19322,109.18092,-335.03467,172.29279,629.634,-177.27673,251.92657,115.69392,-300.34125,180.83684,626.497,-159.70311,415.8029,402.43753,14.535611,424.26447,395.81317,-14.669064,538.2734,489.53915,4.9147706,369.68774,245.3128,15.887019,622.49225,562.89594,58.188225,376.61038,176.55144,75.207886,632.43225,569.0534,62.06803,371.64517,172.88148,78.80628,634.4881,573.2689,-9.895342,334.40054,135.65077,16.68985
00000131.jpg,plank,470.84274,419.0721,-404.559,453.2342,409.44577,-393.95093,451.7716,403.15274,-394.03845,450.49658,397.09262,-393.93692,456.61697,426.37244,-378.18207,457.06726,431.49924,-378.08426,457.57074,435.42325,-377.9262,452.79968,385.5358,-292.82568,461.72217,435.21216,-217.27272,483.35175,403.59387,-365.921,486.29523,424.4434,-344.03162,516.2277,326.2042,-180.57669,534.53925,459.16913,-148.58777,492.48572,227.01508,-207.09454,521.27594,557.7326,-131.9248,466.24213,139.29681,-346.99142,503.24673,632.59485,-279.46835,467.78076,108.06152,-373.10754,486.13004,641.2888,-310.42627,461.50903,108.19658,-416.15768,482.16803,640.8857,-348.73462,461.2512,119.66051,-372.61856,490.84326,638.77686,-305.12027,719.66315,367.8666,5.7889056,718.4595,444.9384,-5.874419,749.4479,230.76836,-13.241201,835.9459,537.86426,-29.447567,784.9261,96.659065,130.29005,943.4396,615.61176,140.48485,805.5066,84.41184,137.29475,954.3507,620.08417,149.95226,784.0752,32.151833,28.694447,986.9663,645.34784,13.87519
00000132.jpg,plank,410.39746,90.34513,-23.97302,407.59933,82.38153,-12.958545,406.38498,82.09816,-12.944265,405.0117,81.77404,-12.882109,407.54453,82.32797,-37.07114,406.2791,82.00503,-37.110176,404.91693,81.666885,-37.155804,391.9658,81.00204,32.48787,393.2809,81.38696,-76.377975,403.7899,95.647095,-5.0052032,403.34692,95.41793,-36.36226,366.54562,99.2127,89.25258,375.6462,103.699326,-149.0931,427.7842,95.06239,85.562325,440.55118,102.610756,-221.31569,491.08676,88.55296,4.39451,501.88806,85.388885,-235.68452,505.51898,85.26454,-9.733317,518.2873,82.68647,-265.57785,505.57538,82.3806,-24.029383,517.41534,78.683586,-256.512,498.6845,83.72385,-6.3719964,511.71536,79.27426,-233.10057,250.2009,128.81784,89.458145,252.97935,133.63794,-89.45877,150.84955,125.096115,84.36124,151.39902,129.2306,-103.93167,66.19559,76.584045,145.40314,60.55351,77.456696,-60.388126,64.38202,59.04844,148.66164,59.4044,60.86162,-56.416367,18.357838,77.323616,103.97259,9.994729,77.52726,-119.204865
00000133.jpg,plank,1940.9052,813.3811,-418.1146,1982.4749,829.85846,-405.93417,1987.0713,841.303,-406.2004,1991.446,853.52673,-406.0521,1973.7023,813.6746,-340.06058,1972.1715,812.74756,-339.88202,1970.5935,812.01276,-339.50006,1986.0028,915.11597,-293.0447,1961.1384,853.5942,20.068989,1913.8069,858.6866,-378.68045,1902.166,836.3902,-289.6954,1820.1245,1145.377,-222.88493,1709.6561,826.3151,73.922066,1864.7177,1401.0156,-366.22568,1647.0027,544.7097,99.02465,1960.2047,1649.8232,-702.7951,1643.0863,267.24368,-213.70465,2017.1783,1668.3136,-761.67365,1634.8,176.64922,-270.1444,2030.4067,1670.8934,-876.37476,1657.8503,161.5503,-372.8393,2005.935,1670.1923,-765.9434,1661.1655,195.20619,-285.1536,1329.1732,1235.7493,-5.0503197,1196.9099,1079.6458,5.3277144,1339.6118,1684.1854,-391.42236,854.2538,1359.3795,-236.9882,970.45355,1655.3716,368.12036,556.9584,1623.2089,215.8776,925.78534,1610.3436,428.62567,535.29456,1670.4777,246.47998,798.04736,1694.6533,183.19348,480.77045,1706.9136,-127.75215
00000134.jpg,plank,1092.876,431.8238,-438.21335,1115.2982,442.98804,-427.3922,1116.9845,449.03055,-427.57645,1118.5375,455.54297,-427.47623,1113.4716,435.9855,-398.47882,1113.5791,436.0224,-398.53558,1113.6737,436.25873,-398.51773,1112.9077,488.20148,-320.32767,1109.4667,460.94894,-186.43033,1077.09,452.17877,-398.12772,1074.5519,442.6988,-359.48816,1025.1854,602.5754,-263.8952,989.56793,422.27643,-67.0146,1007.0343,747.5446,-299.01077,973.0548,274.74268,-56.395416,1007.93024,869.8136,-519.1361,985.8158,140.99419,-279.55728,1035.8024,883.1675,-559.71576,996.5409,100.143936,-324.65094,1040.3522,885.8638,-623.1713,1009.0102,98.96535,-383.4339,1026.211,884.36914,-552.8496,1005.9491,113.537994,-319.80865,766.42865,659.76385,-93.048706,725.718,571.9066,93.151886,578.51044,772.43146,-182.75795,529.7285,476.7257,-186.11206,404.31314,865.16486,32.25976,645.01263,650.93854,387.57138,379.01965,877.70734,44.75531,677.29474,669.2826,447.52283,358.2312,886.8068,-174.61032,604.48987,724.5038,410.57468
00000135.jpg,plank,169.12326,333.588,-206.474,159.4968,337.29004,-193.5406,159.21835,337.73102,-193.59142,158.93637,338.30872,-193.53712,159.48575,340.58453,-201.07176,159.17593,342.9607,-201.05408,158.76746,345.94366,-200.98035,160.51312,351.26624,-123.692665,159.40791,361.3119,-158.67201,178.42894,337.91614,-182.11815,177.55875,342.48822,-192.3393,213.99538,329.3185,-91.52836,195.2244,409.69162,-142.79007,232.2818,263.43723,-108.288185,185.29485,476.02554,-177.75082,244.63213,197.97379,-216.51642,169.3896,541.4138,-249.52884,250.07588,182.4424,-228.59972,157.17976,547.837,-269.42664,249.22342,183.21211,-259.04007,154.356,549.0706,-286.21902,248.73753,187.31564,-234.6582,159.93307,547.61835,-263.72537,331.7332,363.52344,18.011423,339.13144,407.48032,-18.078579,313.5405,269.34705,25.963144,425.0996,465.35394,-42.718643,286.68536,171.26953,67.2397,492.67313,525.79956,38.023815,292.96722,150.30333,67.96468,501.8213,535.6511,43.619972,242.5584,171.56963,32.16846,516.77716,542.24255,-28.276356
00000136.png,plank,78.30766,282.68793,-34.806286,76.55071,277.40616,-45.546814,77.13024,276.84384,-45.56189,77.818,276.24902,-45.56884,76.738365,277.3138,-27.343136,77.43466,276.67288,-27.362148,78.23268,275.96115,-27.3155,85.38864,271.92804,-71.21648,85.3536,271.32928,10.039085,85.24727,284.01947,-43.01096,85.49718,284.10858,-19.389843,116.28548,284.38055,-115.98648,122.63063,278.66055,71.9571,119.13229,334.10236,-113.96579,122.49566,321.5837,89.10373,78.38103,335.40207,-54.456642,86.77286,328.4158,58.82825,67.50055,337.83322,-67.011894,72.97554,330.62885,59.05264,65.49868,333.52808,-65.4013,71.10581,329.1805,48.17409,69.2474,332.74783,-52.847534,75.74135,328.0841,52.27727,196.70451,294.14474,-56.798588,197.25946,287.2157,56.92643,259.84686,305.74933,-42.095047,258.46597,301.5265,68.7112,318.60223,315.01657,3.299817,315.02368,312.59183,103.58557,331.1939,314.35986,6.7265706,327.4848,312.42282,105.73847,308.88477,337.4087,-23.996998,306.3644,334.76712,76.79898
00000137.jpg,plank,25.26554,256.1391,-40.142586,21.123945,246.83482,-55.268677,21.840298,245.62027,-55.315727,22.705078,244.33081,-55.30336,20.793474,247.04213,-30.800406,21.23536,245.9418,-30.804916,21.778357,244.7698,-30.80615,32.904423,235.86125,-87.45431,31.706787,236.50475,21.928904,35.21093,256.06714,-49.470673,34.6475,256.27707,-17.618027,79.09109,248.26135,-146.31918,85.93941,248.87653,104.84942,91.33112,312.9813,-173.16862,96.51432,309.37204,118.295395,92.41922,374.4139,-167.3234,98.144905,366.0513,50.66184,78.03029,378.7413,-197.051,83.0145,367.6797,46.427635,74.577286,375.16757,-185.27235,81.445656,369.26526,18.816948,80.80642,374.00342,-162.74652,88.09159,369.6219,36.052555,190.8309,277.44315,-76.0695,190.17244,276.1209,76.140274,276.15808,309.72787,-63.507027,270.66776,309.18668,91.88816,366.8468,336.44193,-33.41375,349.75537,335.9907,132.96994,383.94977,333.11954,-33.92654,371.68173,337.49957,134.59454,361.002,373.67374,-95.47873,348.06897,368.41904,86.83154
00000138.jpg,plank,3491.7578,1195.7234,-313.50516,3523.1228,1116.6627,-223.58409,3519.2527,1108.8765,-223.88208,3514.2654,1100.8358,-223.68633,3517.2756,1123.0466,-453.14395,3509.548,1119.5269,-453.45847,3501.0098,1116.0309,-453.12256,3420.814,1058.6687,235.5411,3412.764,1079.7275,-799.1541,3419.1047,1218.7148,-115.698135,3417.474,1220.4375,-417.99234,2943.4443,1077.3546,1050.4174,3017.4197,1324.72,-1274.829,2755.4866,1484.9537,1477.7877,2814.965,1942.0897,-1345.7228,3135.8152,1647.2258,1475.6251,3304.3386,1942.8202,-870.32153,3256.1313,1643.0599,1572.9203,3440.019,2002.1042,-1046.444,3281.818,1653.7021,1441.6835,3455.4946,1922.8575,-963.9712,3244.5918,1664.093,1417.3083,3392.801,1876.1228,-831.52405,2010.214,1184.1874,710.1654,2009.6022,1359.3156,-709.3425,1237.341,1314.0175,918.1018,1227.3544,1449.6484,-505.82825,502.69226,1363.5691,1433.2394,429.77246,1512.8156,-94.31318,371.4293,1316.5405,1470.9645,277.11392,1435.7488,-63.619064,460.55734,1621.9492,1187.198,407.12994,1740.535,-462.22675
00000140.jpg,plank,266.191,332.67587,-13.708201,258.41803,312.0631,-38.942158,259.9594,309.78235,-38.976227,261.7728,307.37244,-38.924934,258.03964,312.5941,2.362356,259.32736,310.6613,2.3114252,260.8423,308.58917,2.3997042,282.83575,291.06192,-90.00393,281.58694,292.5704,92.09134,284.53152,333.87024,-29.030735,283.98865,334.69894,24.705143,369.43753,330.21115,-198.86644,403.58383,328.905,231.14589,369.19113,474.9238,-243.97485,410.8,464.2302,278.83408,362.22388,605.893,-229.45354,398.86722,579.0652,215.16716,333.30606,614.33826,-280.26376,370.00812,577.3508,219.26608,329.55368,606.375,-250.87215,365.54358,580.5047,165.61243,341.25894,605.30347,-218.00406,376.25677,585.63776,189.0473,606.665,372.33517,-123.43874,620.9765,366.35123,123.61168,802.0967,454.51535,-99.39736,799.95233,435.14127,122.17891,990.0521,535.2167,-52.051777,971.87177,508.99954,176.05249,1028.1969,543.7088,-51.600796,1016.0115,517.7077,177.88385,952.10754,608.95483,-155.21616,954.36096,590.1643,77.73062
00000144.jpg,plank,145.47986,291.8406,-348.95966,138.19101,291.59576,-335.66302,138.75095,290.90692,-335.76712,139.09848,287.97003,-335.70963,137.0833,302.28214,-345.46722,136.92749,305.99826,-345.6009,136.46037,309.46298,-345.61826,146.94156,300.709,-231.89528,145.35695,326.0169,-276.7441,160.39986,296.69254,-305.57913,159.27809,304.9941,-318.72885,196.69775,273.51505,-167.98969,179.56403,373.05978,-242.87181,178.73445,182.25905,-213.46298,179.31248,475.62372,-312.0763,140.79695,90.911026,-293.4666,159.09865,559.18524,-422.24847,131.07376,66.721,-321.8454,144.52205,572.34906,-446.37344,126.48759,65.84671,-348.3734,140.71365,572.87946,-488.55298,130.14648,75.34703,-314.8392,147.9371,569.1392,-445.3403,373.76913,396.25504,25.310837,346.37393,440.68347,-25.50239,495.1591,483.27618,19.80471,486.0923,498.08633,-20.740728,610.7396,561.5787,112.66862,608.4374,567.17206,83.16481,621.01843,575.64746,112.588684,616.05475,577.8509,86.6447,645.58984,586.5143,-25.488407,645.5357,584.9177,-54.291195
00000146.png,plank,78.35232,256.88788,-52.542007,75.187706,251.08122,-61.902878,75.56505,250.28085,-61.923992,76.01926,249.36897,-61.909435,75.26979,251.05281,-46.06176,75.708824,250.16716,-46.076885,76.21466,249.12498,-46.079338,82.5953,243.54771,-81.74468,82.374725,243.20758,-10.919205,85.78857,255.97748,-58.34156,85.7373,255.85594,-37.61949,114.60738,250.83525,-118.58999,115.21264,246.20456,43.72892,116.58099,294.0798,-148.69153,117.27427,287.70886,49.410065,115.6145,335.64633,-153.7343,116.31052,326.5527,5.9529424,105.518684,339.7609,-176.76733,105.70768,327.42026,4.627709,102.809235,336.87076,-165.46558,105.00429,328.79092,-14.924612,106.76319,336.22617,-150.02135,109.35782,329.59164,-4.1181107,190.46246,267.1513,-49.94448,187.36116,262.44696,49.956886,240.71529,290.41025,-28.79786,239.39845,285.3011,73.9566,292.92023,310.86505,13.990503,289.469,307.17596,119.97328,304.70956,310.762,15.972821,302.22266,307.80536,123.119194,282.7731,334.90533,-20.877298,280.04968,329.37958,92.69317
00000149.jpg,plank,140.18791,173.28612,-13.4614105,128.45518,176.52069,1.1984066,127.76834,177.74489,1.2277102,126.983734,179.12408,1.3652546,128.73862,176.95502,-32.396503,128.27324,178.48608,-32.45891,127.75194,180.20961,-32.497772,126.02617,195.40552,69.648544,126.890274,195.20102,-82.48497,148.98106,181.56274,13.947415,148.42047,182.41461,-30.256409,168.97418,235.10657,136.32933,163.28976,239.80031,-140.78564,164.75037,307.72684,179.11757,157.46172,310.13147,-254.5292,168.0024,376.23166,171.57217,158.91588,386.80582,-366.6657,177.5509,389.2338,167.20035,169.74747,400.04477,-414.85202,182.72693,389.7662,148.03801,177.75108,397.94925,-411.5398,180.5075,385.25754,162.00636,175.79965,393.2604,-369.3246,324.29095,263.8015,106.933945,324.6814,265.521,-107.00378,426.83112,316.685,105.81031,430.51498,318.4375,-83.724075,510.3792,375.03952,198.34286,521.38666,381.55585,-13.231699,513.9672,391.31656,200.9439,524.1671,398.94806,-12.236867,554.16614,383.41974,137.27304,559.6197,390.92087,-99.91924
00000150.jpg,plank,1103.4557,467.68793,-553.00995,1124.2429,471.05356,-520.32825,1128.3367,478.84277,-520.4724,1132.0327,485.64944,-520.4359,1114.3632,451.47403,-497.96658,1110.4535,443.83527,-497.9631,1106.6208,437.26132,-497.79034,1125.4628,503.00833,-304.29764,1089.2598,432.872,-198.8622,1090.7567,492.22327,-472.1428,1077.3115,467.93057,-441.96045,1028.1125,611.61597,-208.5156,970.5406,408.26923,-48.7989,1037.2216,767.00586,-529.24567,939.80835,259.3809,41.6903,1091.8119,804.7021,-1068.4238,923.5931,122.01873,-74.94427,1112.524,818.75665,-1156.3452,917.65,82.47363,-92.57155,1117.3795,808.96344,-1163.7375,921.777,76.88552,-149.38354,1111.236,802.5568,-1089.2589,921.9069,90.10624,-107.82957,718.31665,649.2861,-35.680977,666.22174,545.9507,35.70735,503.0926,767.0707,-168.27975,471.6536,701.2762,-57.263943,469.61105,731.5942,720.97363,438.25745,702.07855,829.8331,481.2461,722.02594,818.8239,455.34668,699.78796,931.28894,404.51312,738.99524,798.03033,367.48947,729.79584,938.556
00000151.jpg,plank,268.25717,194.07469,181.2126,253.26186,200.40286,206.00752,251.86461,203.21896,206.12099,249.64236,206.63155,206.36397,250.42972,200.30753,155.58966,247.08955,203.22617,155.48312,242.9825,206.77051,155.59126,242.39209,232.6909,316.19043,238.56956,231.98077,87.77664,278.75446,206.41714,225.16791,275.45523,207.22429,158.54665,330.90143,295.46997,400.31894,272.77222,287.53137,-36.260918,364.2201,431.71854,439.6802,269.8566,451.17645,-233.22409,401.7173,549.61255,328.3237,267.99847,585.9088,-485.85925,416.04736,569.0033,304.2157,276.90662,612.2473,-567.0857,412.86267,569.85114,270.5252,294.65665,607.6881,-572.21277,402.13025,564.0478,309.41998,296.62595,599.2654,-494.48245,579.67316,342.0614,157.13191,547.7351,358.99405,-157.0751,784.40796,447.73157,26.34616,756.1761,456.5241,-259.9506,967.09503,592.1901,53.471127,967.77313,600.6222,-269.37006,972.27106,624.8833,47.391354,980.276,635.89056,-278.86584,1005.90015,585.44037,-64.388626,1012.6541,582.00824,-439.13617
00000153.jpg,plank,954.6245,99.837685,20.980175,978.6614,109.7508,-8.951088,980.42773,112.742676,-9.084698,982.3538,116.2921,-9.097993,977.9238,110.05094,38.04836,979.2329,113.338684,38.022923,980.66327,116.99501,38.091717,981.2063,145.12721,-83.26034,979.869,144.76346,125.42801,940.3709,114.14892,-2.1626565,939.52704,115.008156,58.16588,918.5934,211.62698,-157.07977,881.31964,211.50899,204.97491,900.08057,362.44998,-205.726,854.00604,343.19818,292.9016,891.89886,520.4134,-286.71738,815.1883,441.60147,225.30827,858.28107,548.70685,-331.43732,794.8965,459.41864,197.03761,845.02344,540.4689,-358.00998,791.9915,460.4549,166.46272,851.4852,530.0963,-296.46533,798.32404,456.9751,207.94858,624.60846,322.29947,-125.165344,607.6484,300.08676,125.290886,388.8168,382.99973,-74.494736,398.5604,371.51776,134.96378,196.18968,484.82126,-39.16309,218.65276,471.16898,184.93864,176.48152,521.21295,-41.776703,197.03203,504.4453,181.38171,111.62567,443.89386,-175.34593,139.43904,451.70905,79.33823
00000154.jpg,plank,221.36568,220.34027,-177.70644,210.7857,224.80405,-160.21466,210.34265,225.84996,-160.28763,209.76846,227.02345,-160.26877,210.56181,226.6175,-173.10298,209.93663,229.09712,-173.16415,209.2344,231.90579,-173.1516,212.09184,242.87009,-70.693504,211.33412,251.12016,-129.54144,230.02757,226.92207,-143.81248,228.90015,229.52722,-160.76453,264.47537,229.98482,-40.303974,239.62544,308.18082,-104.61215,260.8192,160.75275,-38.84385,235.77647,373.69858,-125.97077,259.2592,99.078514,-133.475,226.34045,441.03217,-209.45334,258.56998,79.979294,-152.436,209.08704,446.86957,-230.325,254.15492,77.8783,-183.55565,206.6866,448.69897,-263.3391,254.90834,85.09037,-153.37274,214.58069,446.75726,-228.3739,390.70288,315.68805,16.05577,366.23566,354.6039,-15.919616,468.44205,374.56488,50.539707,454.5891,402.2805,-9.351885,543.46924,421.0772,231.87605,528.29517,433.91693,189.6617,549.8453,426.90997,244.38057,535.6608,434.90668,205.3319,574.4807,435.4919,143.88278,563.5148,444.5966,99.249916
00000155.jpg,plank,357.89673,457.7238,-286.56134,332.67545,469.4249,-244.59865,331.40427,472.77194,-244.7443,329.96295,476.50464,-244.65457,332.608,471.2737,-297.45547,331.27667,475.9102,-297.55692,329.79535,481.02322,-297.3486,337.28702,519.0742,-31.036575,335.75705,524.6956,-277.65616,380.5958,475.9174,-204.5803,379.5264,478.29626,-276.02585,461.22354,500.41974,52.500965,412.6212,670.27673,-293.97635,488.39755,325.03876,92.6755,399.92667,794.5407,-710.0151,498.34164,153.4701,-61.59952,398.65842,857.31573,-1225.1635,499.12503,105.091034,-85.20341,392.73914,885.0952,-1319.2417,491.25842,99.84887,-157.65387,402.66055,870.50134,-1345.2043,491.93073,116.03975,-103.61473,409.9186,860.40204,-1254.5815,770.32196,625.83984,69.14801,750.2983,714.9423,-69.10997,988.7039,708.55884,105.18239,967.34467,773.41254,-64.774765,1184.9524,774.27185,398.1268,1164.9427,798.47974,206.69728,1200.8019,785.2006,414.42575,1186.2207,798.74493,226.06448,1266.2732,797.40564,207.47523,1250.4856,805.40094,4.002633
00000156.jpg,plank,625.7755,315.50946,-4.4451385,632.3658,301.55084,11.128681,631.7679,300.26877,11.082915,630.9533,298.88367,11.081314,631.79987,301.24265,-23.124142,630.785,299.7259,-23.226675,629.5474,298.17902,-23.200851,616.97943,286.95288,90.6764,616.80963,287.57025,-62.217064,612.57135,316.80164,28.22232,611.871,315.41058,-16.46754,532.49554,303.2461,200.9079,553.2854,303.63712,-152.88779,521.20795,388.67746,189.20648,538.0946,396.3436,-159.89124,605.9304,404.01135,113.8261,616.80054,408.2919,-35.535286,632.4992,407.48422,109.16677,641.5392,412.96158,-54.21249,634.2082,404.33487,104.05727,641.41315,405.7381,-49.638817,623.1851,402.34085,107.282196,632.0214,403.99658,-31.227308,372.91464,302.64633,110.78383,374.77094,289.32388,-110.568245,239.56566,340.42545,94.2588,236.32674,330.01733,-98.95156,108.602066,367.47623,121.2117,99.004005,360.00967,-81.81597,80.25047,363.8095,120.55695,72.51286,356.0926,-84.66252,109.5341,414.7268,57.429424,96.80186,413.45523,-175.39204
00000157.jpg,plank,371.52722,83.32838,25.321056,375.41595,77.87605,21.412786,375.2661,76.75226,21.378843,375.19714,75.5271,21.359434,375.66016,79.79738,5.8618813,375.6447,79.953735,5.8659697,375.73813,80.25202,5.920859,370.54074,69.273384,17.071018,370.9398,77.4795,-54.916824,365.06686,82.150925,27.567532,365.16043,83.70062,6.2816806,341.05362,54.905487,57.58945,334.12582,98.201965,-109.42466,393.4422,45.571796,79.00713,336.07632,151.12834,-124.506996,438.9729,48.370377,55.79445,349.95392,196.30255,-124.074745,450.62247,44.539238,49.18796,359.66983,203.99054,-146.26991,451.8422,46.695408,34.3076,363.1479,200.50873,-138.05331,447.00812,49.098232,48.464123,358.74112,197.41052,-120.38164,225.33057,74.94411,65.646515,223.97049,81.620056,-65.71192,166.31712,115.166084,133.679,133.99313,84.93196,-69.74947,102.87124,139.09052,220.49585,48.04217,61.006813,-73.65234,85.766655,144.06982,227.13869,35.44714,49.737377,-76.36723,118.89636,165.29979,212.74902,26.363604,87.5558,-136.35925
00000158.jpg,plank,181.66599,392.7616,-697.4391,179.45111,404.83694,-717.38885,180.04456,407.7125,-717.4339,180.81992,410.34357,-717.6284,180.45998,402.98456,-724.9745,181.76378,403.83798,-725.02716,183.09952,404.8277,-725.0264,195.08969,424.78012,-699.1881,197.91144,415.74234,-734.292,195.22115,392.8886,-677.8258,193.926,389.29828,-688.2489,257.71448,450.7752,-628.46814,238.27301,384.68506,-603.4121,242.24055,398.36563,-655.25116,178.26332,407.6766,-614.54944,220.40085,378.7172,-747.3219,138.67502,385.37622,-651.633,216.55971,385.5868,-810.04846,126.540665,370.37192,-703.26807,207.73721,378.38254,-831.3443,127.64357,375.5221,-713.03467,211.97368,372.14783,-762.1559,136.28752,384.89017,-661.27374,381.0209,406.13626,-45.80812,366.39026,393.03015,45.910217,374.28876,519.94104,157.52017,426.1511,505.11218,292.3439,393.76096,612.5599,486.97778,471.3789,634.3809,646.6484,409.60754,624.15015,518.56396,475.1675,654.6444,677.47955,362.41705,637.9487,437.24625,447.0882,657.31964,593.1965
